0,0.00034873,0.00087806,0.0020284,0.0051162,0.0089238,0.013196,0.017763,0.022478,0.027199,0.03181,0.036217,0.040331,0.044052,0.04727,0.049842,0.051577,0.052221,0.051452,0.048786,0.04337,0.039109,0.033197,0.026482,0.021932,0.015725,0.011195,0.0079426,0.0050335,-0.0050335,-0.0079426,-0.011195,-0.015725,-0.021932,-0.026482,-0.033197,-0.039109,-0.04337,-0.048786,-0.051452,-0.052221,-0.051577,-0.049842,-0.04727,-0.044052,-0.040331,-0.036217,-0.03181,-0.027199,-0.022478,-0.017763,-0.013196,-0.0089238,-0.0051162,-0.0020284,-0.00087806,-0.00034873,0.007311
0,0.0025839,0.0058062,0.010998,0.020362,0.028745,0.036369,0.04333,0.049665,0.055387,0.060488,0.064932,0.068671,0.071626,0.073693,0.074716,0.074486,0.072739,0.069125,0.063094,0.05369,0.047152,0.038733,0.029859,0.024276,0.017298,0.012616,0.0092183,0.0059793,-0.0030756,-0.0044134,-0.0059244,-0.0084856,-0.012544,-0.015531,-0.019794,-0.023429,-0.026019,-0.029406,-0.031337,-0.032334,-0.032659,-0.032458,-0.031821,-0.030793,-0.029337,-0.027393,-0.024874,-0.021671,-0.017706,-0.013218,-0.0086013,-0.004398,-0.001141,0.00083782,0.0011505,0.00093568,0.042391
0.00093364,0.0023877,0.0042779,0.0075202,0.013785,0.019611,0.024992,0.029972,0.034576,0.038811,0.042673,0.046156,0.049238,0.051886,0.054048,0.055648,0.056556,0.056489,0.055001,0.051335,0.044186,0.038731,0.031523,0.023911,0.019101,0.01301,0.0089224,0.0061851,0.0038832,-0.0029088,-0.0045537,-0.0062657,-0.0084715,-0.011289,-0.013303,-0.016275,-0.018957,-0.020986,-0.02386,-0.025688,-0.026767,-0.027254,-0.027279,-0.026931,-0.026271,-0.02534,-0.024164,-0.022762,-0.021141,-0.019301,-0.017237,-0.014925,-0.012323,-0.0093439,-0.0058141,-0.0037593,-0.0023783,0.006994
0.00079876,0.0024182,0.0043902,0.007781,0.014777,0.021993,0.029355,0.036737,0.043816,0.050317,0.056017,0.060706,0.064201,0.066464,0.06756,0.067536,0.066398,0.06408,0.060352,0.054769,0.046428,0.040637,0.033176,0.025352,0.020387,0.014027,0.009685,0.0067326,0.0042255,-0.003196,-0.0048994,-0.0065798,-0.0086057,-0.010987,-0.012611,-0.015077,-0.017673,-0.020147,-0.024861,-0.029206,-0.033012,-0.036144,-0.03848,-0.039842,-0.040038,-0.038944,-0.036754,-0.03371,-0.030037,-0.02596,-0.021708,-0.017413,-0.013121,-0.0088863,-0.0048285,-0.0029145,-0.0018102,0.012375
0.00035003,0.0026696,0.0055848,0.010352,0.019082,0.026739,0.033386,0.039049,0.043763,0.047684,0.050939,0.053608,0.055735,0.057348,0.058442,0.058985,0.058886,0.057941,0.055816,0.051933,0.045225,0.040189,0.03331,0.025695,0.020661,0.014018,0.0094608,0.0064032,0.0038534,-0.0028775,-0.0042215,-0.0055983,-0.0075003,-0.010195,-0.012294,-0.01574,-0.019406,-0.022721,-0.028466,-0.033069,-0.036541,-0.038862,-0.039986,-0.039886,-0.038666,-0.036551,-0.033758,-0.030471,-0.026864,-0.023094,-0.019307,-0.015541,-0.011807,-0.0080903,-0.0043711,-0.0024988,-0.0013687,0.008371
0.00056075,0.0026233,0.0053185,0.0097836,0.018001,0.02509,0.03104,0.035846,0.03953,0.042266,0.044201,0.04544,0.046066,0.046125,0.045648,0.044639,0.043084,0.040938,0.038114,0.034444,0.029592,0.026494,0.02266,0.018667,0.016043,0.012275,0.0092065,0.0067631,0.0043874,-0.004469,-0.0069708,-0.0096228,-0.013072,-0.017423,-0.020412,-0.024648,-0.028288,-0.030912,-0.03442,-0.036513,-0.037693,-0.038187,-0.038063,-0.037279,-0.03576,-0.033411,-0.030111,-0.025761,-0.020512,-0.014712,-0.0088068,-0.0033929,0.00071409,0.002818,0.0026154,0.0015311,0.00052885,0.004319
0,0.0013754,0.0032428,0.0064752,0.012942,0.019308,0.025566,0.031725,0.037766,0.043553,0.048874,0.053525,0.057302,0.059998,0.061463,0.061558,0.060257,0.057525,0.053242,0.047149,0.038692,0.0332,0.026424,0.019606,0.015421,0.010243,0.0068561,0.0046396,0.0028173,-0.0025678,-0.0040206,-0.0056359,-0.0078738,-0.010923,-0.013151,-0.016436,-0.019346,-0.021464,-0.024242,-0.025826,-0.026651,-0.026933,-0.026797,-0.026319,-0.025542,-0.02449,-0.02318,-0.021611,-0.019776,-0.017664,-0.015286,-0.012659,-0.0098003,-0.0067218,-0.0034297,-0.0017221,-0.00072152,0.011562
0,0.00065095,0.00156,0.0034456,0.0081241,0.013695,0.019829,0.025967,0.031655,0.036573,0.040522,0.043566,0.045791,0.047247,0.047953,0.047893,0.047019,0.045236,0.04238,0.038165,0.032046,0.027911,0.022623,0.01703,0.013425,0.008798,0.0057418,0.0037668,0.0021863,-0.0029301,-0.004641,-0.0066833,-0.009738,-0.014279,-0.01784,-0.023416,-0.028684,-0.032797,-0.038875,-0.043048,-0.045862,-0.047604,-0.048436,-0.048454,-0.047707,-0.046209,-0.043941,-0.040855,-0.036866,-0.031906,-0.026176,-0.019997,-0.01382,-0.0082076,-0.0034864,-0.0015805,-0.00066032,0.000808
0,0.0013594,0.0031685,0.0062907,0.012563,0.018825,0.025092,0.031381,0.037675,0.043826,0.049672,0.055035,0.059723,0.063532,0.066228,0.067576,0.067535,0.06606,0.063025,0.058142,0.050683,0.04539,0.03827,0.030211,0.024718,0.017276,0.011953,0.0082175,0.0049755,-0.0037086,-0.005439,-0.0072214,-0.0097095,-0.013229,-0.015909,-0.020066,-0.024035,-0.027202,-0.032061,-0.035604,-0.038198,-0.040016,-0.041149,-0.041641,-0.041503,-0.040719,-0.03925,-0.037029,-0.033981,-0.030135,-0.025602,-0.020524,-0.015099,-0.0096276,-0.0044477,-0.002077,-0.00081854,0.012351
0,0.001126,0.0026898,0.0054776,0.011321,0.017396,0.023677,0.030142,0.036685,0.043179,0.049426,0.055203,0.060289,0.064446,0.067407,0.068917,0.06894,0.067448,0.06433,0.059315,0.051665,0.046247,0.038973,0.030774,0.025219,0.017704,0.012307,0.0084972,0.0051661,-0.003743,-0.0054459,-0.0071988,-0.009651,-0.013127,-0.015772,-0.019862,-0.023737,-0.02681,-0.031483,-0.03486,-0.037304,-0.038996,-0.040029,-0.040446,-0.040266,-0.039475,-0.038037,-0.035897,-0.033008,-0.029436,-0.025275,-0.020623,-0.015606,-0.010401,-0.0051252,-0.0025135,-0.0010288,0.012385
0,0.00050195,0.0012097,0.0026524,0.0062387,0.010582,0.015565,0.020902,0.026077,0.030667,0.034416,0.037363,0.039587,0.041131,0.042013,0.04222,0.041712,0.040403,0.038139,0.034639,0.029341,0.025665,0.020905,0.015816,0.012527,0.0082725,0.0054374,0.0036131,0.0021736,-0.0024265,-0.0040023,-0.0058968,-0.0087423,-0.012965,-0.016248,-0.02133,-0.026079,-0.029744,-0.035018,-0.038495,-0.040736,-0.042024,-0.042508,-0.042278,-0.041374,-0.039806,-0.03756,-0.03459,-0.03082,-0.026207,-0.02101,-0.015651,-0.010647,-0.0062789,-0.002672,-0.0012207,-0.00050623,-6.8e-05
0,0.00091386,0.0023028,0.0049028,0.010679,0.017033,0.02379,0.030461,0.036685,0.042208,0.046822,0.05036,0.052779,0.054158,0.054559,0.054006,0.052489,0.049946,0.046248,0.041142,0.034098,0.029493,0.023747,0.017887,0.014246,0.009675,0.0066225,0.0045797,0.0028547,-0.0028547,-0.0045797,-0.0066225,-0.009675,-0.014246,-0.017887,-0.023747,-0.029493,-0.034098,-0.041142,-0.046248,-0.049946,-0.052489,-0.054006,-0.054559,-0.054158,-0.052779,-0.05036,-0.046822,-0.042208,-0.036685,-0.030461,-0.02379,-0.017033,-0.010679,-0.0049028,-0.0023028,-0.00091386,0.001858
0.00017688,0.0017886,0.0037163,0.0069762,0.013528,0.020066,0.02641,0.032296,0.03758,0.04231,0.046547,0.050321,0.053626,0.05637,0.058419,0.059629,0.059886,0.059072,0.057155,0.05385,0.047371,0.041695,0.033718,0.025169,0.019856,0.013356,0.0091355,0.0063243,0.0039319,-0.0037549,-0.0058834,-0.008253,-0.011577,-0.016202,-0.019658,-0.024911,-0.029773,-0.033493,-0.038831,-0.042539,-0.045306,-0.04746,-0.049086,-0.050062,-0.050231,-0.049472,-0.04784,-0.045425,-0.042289,-0.038474,-0.034,-0.028864,-0.023037,-0.01645,-0.0090121,-0.004937,-0.0023924,0.00264
0.00020258,0.0018985,0.0039057,0.0072846,0.014047,0.020801,0.027477,0.033866,0.039814,0.045207,0.049944,0.053921,0.057038,0.059279,0.060633,0.06106,0.060468,0.058706,0.055548,0.050681,0.043478,0.03858,0.032282,0.0255,0.021013,0.014946,0.010522,0.0073461,0.0045556,-0.0040233,-0.0061006,-0.0082158,-0.010801,-0.013707,-0.015493,-0.017913,-0.020229,-0.022168,-0.025356,-0.027925,-0.030052,-0.031797,-0.033114,-0.033929,-0.034163,-0.033732,-0.032548,-0.030621,-0.027984,-0.024742,-0.021033,-0.017019,-0.012894,-0.0087729,-0.0046639,-0.0026082,-0.0013719,0.006878
0.0001842,0.0016752,0.0033974,0.0063089,0.012244,0.018334,0.024528,0.030568,0.036255,0.041467,0.046146,0.050246,0.053697,0.056412,0.058276,0.059161,0.058988,0.057706,0.055199,0.051087,0.044079,0.03866,0.031395,0.023702,0.018867,0.012815,0.0088109,0.006117,0.0038108,-0.003644,-0.005703,-0.0079827,-0.01115,-0.015494,-0.018702,-0.023514,-0.027905,-0.031237,-0.036065,-0.039416,-0.041838,-0.043606,-0.044847,-0.045528,-0.045568,-0.044874,-0.043369,-0.041108,-0.038161,-0.034578,-0.030391,-0.02562,-0.020266,-0.014316,-0.0077382,-0.0042057,-0.0020318,0.002315
0.0001571,0.0013132,0.0025202,0.0045802,0.00905,0.014022,0.019414,0.024851,0.030049,0.034817,0.039014,0.042589,0.04549,0.047646,0.048971,0.049429,0.049005,0.047654,0.045237,0.041371,0.035245,0.030827,0.025083,0.019071,0.015278,0.010471,0.0072282,0.0050231,0.0031291,-0.0029808,-0.0046577,-0.0065058,-0.0090534,-0.012515,-0.015045,-0.018798,-0.022175,-0.024704,-0.028308,-0.030763,-0.032514,-0.033786,-0.034703,-0.035286,-0.035427,-0.034984,-0.033847,-0.032061,-0.029695,-0.026799,-0.023413,-0.019573,-0.015305,-0.010657,-0.0056931,-0.0030971,-0.0015162,0.00034
0.00017663,0.0014469,0.0027637,0.0050128,0.0099176,0.015403,0.021402,0.027566,0.033513,0.03896,0.04371,0.047709,0.050912,0.053244,0.054623,0.055039,0.054468,0.052834,0.04997,0.045496,0.038612,0.03376,0.027516,0.020992,0.016867,0.011598,0.0080116,0.0055647,0.003462,-0.0032819,-0.0051213,-0.0071439,-0.0099222,-0.013678,-0.016411,-0.020442,-0.024047,-0.026728,-0.030523,-0.033098,-0.034942,-0.036305,-0.037325,-0.038029,-0.038271,-0.037869,-0.036678,-0.034751,-0.032169,-0.028991,-0.025272,-0.021055,-0.016387,-0.011343,-0.0060368,-0.0032895,-0.0016208,0.001584
0,0.0031073,0.0064193,0.011719,0.021906,0.031768,0.040479,0.047699,0.053966,0.059662,0.064569,0.068426,0.071206,0.072904,0.073473,0.072811,0.070762,0.067164,0.061961,0.055,0.045592,0.03948,0.031652,0.022918,0.017521,0.011305,0.0075506,0.0051617,0.0031848,-0.0030523,-0.0048211,-0.0068189,-0.0096384,-0.013577,-0.016526,-0.020997,-0.025096,-0.028175,-0.032301,-0.034503,-0.035415,-0.035397,-0.034661,-0.033368,-0.031633,-0.029544,-0.027165,-0.024551,-0.021749,-0.018803,-0.015749,-0.012629,-0.0095035,-0.0064587,-0.0034806,-0.0019749,-0.0010204,0.031996
0,0.0023665,0.0053593,0.010466,0.020535,0.02998,0.038675,0.04658,0.053663,0.059879,0.065168,0.069469,0.072771,0.075082,0.076379,0.076612,0.075678,0.073402,0.069478,0.06336,0.054009,0.047522,0.039126,0.030243,0.024552,0.017173,0.012048,0.0085006,0.0054177,-0.0045576,-0.0072268,-0.010086,-0.01383,-0.018434,-0.021363,-0.024977,-0.027426,-0.028699,-0.029545,-0.02942,-0.028951,-0.028088,-0.02675,-0.025054,-0.023135,-0.021096,-0.019023,-0.016943,-0.014866,-0.012792,-0.010719,-0.0086467,-0.0065747,-0.0045004,-0.0024214,-0.0013849,-0.00074675,0.034136
0.0020733,0.0038248,0.0059599,0.0096166,0.017088,0.024642,0.032004,0.039018,0.045596,0.051654,0.057029,0.061552,0.065034,0.067324,0.068469,0.068522,0.067428,0.065048,0.061127,0.055213,0.046446,0.04053,0.033032,0.025185,0.020217,0.013881,0.0095656,0.006623,0.0041037,-0.0037841,-0.0058762,-0.0081771,-0.011396,-0.015985,-0.01947,-0.024732,-0.029364,-0.032593,-0.036808,-0.039449,-0.040823,-0.041012,-0.040262,-0.038777,-0.036701,-0.034149,-0.031246,-0.028118,-0.02488,-0.021644,-0.018422,-0.015207,-0.011995,-0.0087756,-0.005551,-0.0039407,-0.0029724,0.015844
0,0.0017402,0.0041903,0.0084905,0.016772,0.024265,0.03125,0.037872,0.043985,0.049422,0.054041,0.057725,0.060449,0.062203,0.062974,0.062824,0.061821,0.059931,0.056757,0.051539,0.043033,0.037121,0.029809,0.022656,0.01842,0.013042,0.0091923,0.0064516,0.0040383,-0.003789,-0.0058789,-0.0081457,-0.011213,-0.015339,-0.018378,-0.022913,-0.026942,-0.029878,-0.034002,-0.036458,-0.037574,-0.03764,-0.036848,-0.035303,-0.033112,-0.030514,-0.027727,-0.024818,-0.021815,-0.018748,-0.015651,-0.012557,-0.0094698,-0.0063792,-0.0032826,-0.0017345,-0.00080969,0.011752
0,0.00149,0.0034018,0.0066057,0.012722,0.018368,0.023549,0.02827,0.03253,0.036313,0.039596,0.042339,0.044487,0.045967,0.046687,0.04658,0.045615,0.043729,0.040794,0.036568,0.030566,0.026608,0.021678,0.016611,0.013412,0.0093046,0.0064723,0.0045181,0.0028224,-0.0026935,-0.0042234,-0.005936,-0.0083633,-0.011782,-0.014362,-0.018307,-0.021957,-0.024735,-0.028712,-0.031346,-0.033064,-0.034074,-0.034491,-0.034377,-0.033765,-0.032673,-0.031145,-0.029216,-0.026906,-0.024223,-0.021167,-0.017741,-0.013942,-0.0097569,-0.005157,-0.0027005,-0.0012073,0.000468
0,0.0020524,0.0046336,0.0089496,0.017214,0.024867,0.031895,0.038308,0.044094,0.049235,0.053693,0.057415,0.060325,0.062322,0.06328,0.063099,0.061731,0.059093,0.05501,0.049143,0.040841,0.035409,0.028704,0.02188,0.017607,0.012161,0.0084393,0.0058909,0.0036858,-0.0035603,-0.005583,-0.0078265,-0.010944,-0.015256,-0.018462,-0.023297,-0.027716,-0.031053,-0.035778,-0.038863,-0.040835,-0.041959,-0.042375,-0.042166,-0.041373,-0.040023,-0.038158,-0.035817,-0.033019,-0.029766,-0.026052,-0.021878,-0.017244,-0.012123,-0.0064715,-0.0034333,-0.0015668,0.008213
0,0.002093,0.0049586,0.0098461,0.019293,0.028173,0.036482,0.044219,0.051357,0.057863,0.063693,0.068786,0.073062,0.076416,0.078715,0.079836,0.079605,0.077773,0.073958,0.06753,0.057381,0.050258,0.040994,0.031159,0.024903,0.016933,0.01156,0.0079523,0.0049133,-0.004734,-0.007195,-0.0097131,-0.012973,-0.017152,-0.020027,-0.023953,-0.027045,-0.028955,-0.030653,-0.030723,-0.029859,-0.028415,-0.026598,-0.024552,-0.022382,-0.020176,-0.018008,-0.015918,-0.013898,-0.011931,-0.010001,-0.0080915,-0.0061737,-0.0042075,-0.0021291,-0.0010633,-0.00045114,0.040712
0,0.0012176,0.0028342,0.0055829,0.010923,0.015996,0.020808,0.025362,0.029645,0.033634,0.037306,0.04063,0.043566,0.046065,0.048057,0.049467,0.050183,0.050037,0.048758,0.045876,0.040489,0.036297,0.030443,0.02384,0.019445,0.013612,0.0095038,0.0066453,0.0041605,-0.0041605,-0.0066453,-0.0095038,-0.013612,-0.019445,-0.02384,-0.030443,-0.036297,-0.040489,-0.045876,-0.048757,-0.050034,-0.050179,-0.049462,-0.048051,-0.046057,-0.043559,-0.040623,-0.0373,-0.033628,-0.029641,-0.02536,-0.020806,-0.015996,-0.010923,-0.0055829,-0.0028342,-0.0012176,0.002926
